idrealestate,type,typeOfOffer,city,municipality,squareFootage,constructionYear,landArea,floorInfo,registration,heatingType,roomNo,bathroomNo,price,country,con,pl,pumpaIliKalorimetri
26,cottage,sale,Rakovac,"ustanicka ulica - naselje Dumbovo",39,1987,NULL,NULL,Da,Samostalno,2,1,23990,Srbija,Standardna,NULL,NULL
27,cottage,sale,Žabalj,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48600,Srbija,NULL,NULL,NULL
28,cottage,sale,Popović,"Bože Vasković 15",68,NULL,NULL,NULL,Da,NULL,2,NULL,17000,Srbija,Standardna,NULL,NULL
29,cottage,sale,Grocka,"Malo Ruište",58,NULL,NULL,NULL,NULL,Samostalno,4,2,45000,Srbija,Standardna,NULL,NULL
30,cottage,sale,Obrenovac,"Sava naselje",45,NULL,NULL,NULL,Da,Centralno,NULL,NULL,67000,Srbija,Standardna,NULL,NULL
31,cottage,sale,Pirot,Centar,30,NULL,NULL,NULL,NULL,NULL,1,1,25000,Srbija,Standardna,NULL,NULL
32,cottage,sale,Beograd,Batajnica,NULL,NULL,NULL,NULL,Da,NULL,NULL,NULL,15000,Srbija,NULL,NULL,NULL
33,cottage,sale,"Velika Plana","Milosevacko jezero bb",100,1980,NULL,NULL,Da,Samostalno,4,2,21000,Srbija,Izvorno,yes,NULL
34,cottage,sale,Bioska,Pear,NULL,NULL,NULL,NULL,Da,NULL,NULL,NULL,NULL,Srbija,Završena,NULL,NULL
35,cottage,sale,"Sremska Kamenica",Popovica,90,NULL,NULL,NULL,Da,NULL,NULL,NULL,133900,Srbija,NULL,NULL,NULL
36,cottage,sale,Irig,"Vikend zona",42,NULL,NULL,NULL,Da,Samostalno,2,NULL,40000,Srbija,Standardna,NULL,NULL
37,cottage,sale,Petrovaradin,NULL,1237,1970,NULL,NULL,Da,Samostalno,2,1,61800,Srbija,Izvorno,NULL,NULL
38,cottage,sale,Niš,NULL,80,NULL,NULL,NULL,NULL,Samostalno,1,1,20000,Srbija,Standardna,NULL,NULL
39,cottage,sale,Čurug,NULL,90,NULL,NULL,NULL,Da,Samostalno,2,1,29500,Srbija,Novogradnja,NULL,NULL
40,cottage,sale,"Tara (planina)","Kaluđerske bare",112,NULL,NULL,NULL,Da,Samostalno,2,2,NULL,Srbija,Novogradnja,NULL,NULL
41,cottage,sale,Niš,NULL,80,NULL,NULL,NULL,NULL,Samostalno,3,1,21000,Srbija,Standardna,NULL,NULL
42,cottage,sale,Omoljica,NULL,150,NULL,NULL,NULL,Da,NULL,NULL,NULL,33000,Srbija,NULL,NULL,NULL
43,cottage,sale,"Gornja Trepča","Blagoja Paunovica 106",174,NULL,NULL,NULL,Da,Centralno,7,3,32000,Srbija,Završena,NULL,NULL
44,cottage,sale,"Nova Varoš","Selo Miševići",80,NULL,NULL,NULL,Da,Samostalno,4,1,NULL,Srbija,Završena,NULL,NULL
45,cottage,sale,Kopaonik,Treska,50,NULL,NULL,NULL,NULL,NULL,1,1,52000,Srbija,Standardna,NULL,NULL
46,cottage,sale,Aranđelovac,"Garasi bb",NULL,NULL,NULL,NULL,Da,NULL,NULL,NULL,NULL,Srbija,Izvorno,NULL,NULL
47,cottage,sale,Čerević,NULL,64,NULL,NULL,NULL,Da,Samostalno,4,1,30900,Srbija,NULL,NULL,NULL
48,cottage,sale,Kelebija,Lovačka,67,NULL,NULL,NULL,Da,Samostalno,2,1,27000,Srbija,Kompletna,NULL,NULL
49,cottage,rent,Obrenovac,"Sava naselje",70,NULL,NULL,NULL,NULL,Samostalno,2,1,60,Srbija,Novogradnja,yes,NULL
50,cottage,sale,"Nova Varoš",NULL,56,2018,NULL,NULL,Da,NULL,NULL,NULL,78000,Srbija,Novogradnja,NULL,NULL
51,cottage,sale,Jagodina,"Donje Štiplje",100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16500,Srbija,Standardna,NULL,NULL
52,flat,sale,Budva,"Pod Dubovicom",33,NULL,NULL,"2 / 3",Da,Klima,1,NULL,49000,"Crna Gora",Izvorno,NULL,NULL
53,cottage,sale,"Mladenovac (varoš)",NULL,480,NULL,NULL,NULL,Da,NULL,NULL,NULL,600000,Srbija,Kompletna,NULL,NULL
54,cottage,sale,Kopaonik,Treska,40,NULL,NULL,NULL,Da,Samostalno,2,1,60000,Srbija,Izvorno,NULL,NULL
55,cottage,sale,"Rijeka Reževići",NULL,70,NULL,NULL,NULL,Da,NULL,2,NULL,90000,"Crna Gora",Standardna,NULL,NULL
56,cottage,sale,Čerević,NULL,64,NULL,NULL,NULL,Da,Samostalno,4,1,30900,Srbija,NULL,NULL,NULL
57,cottage,sale,Divčibare,"Divcibare bb",170,NULL,NULL,NULL,Da,NULL,3,2,NULL,Srbija,Nadogradnja,NULL,NULL
58,flat,sale,NULL,NULL,57,2000,NULL,"6 / 6",Da,Samostalno,2,NULL,84900,"Crna Gora",Standardna,NULL,NULL
59,home,sale,Podgorica,"Sava Lubarde 35",356,NULL,NULL,NULL,Da,"Samostalno, Klima",NULL,8,NULL,"Crna Gora",Završena,NULL,NULL
60,flat,sale,Kotor,"Sveti Stasije",52,NULL,NULL,"2 / -",NULL,Klima,2,NULL,110000,"Crna Gora",Novogradnja,NULL,NULL
61,home,sale,Bar,NULL,130,NULL,NULL,NULL,Da,Samostalno,4,NULL,240000,"Crna Gora",Standardna,NULL,NULL
62,home,sale,Budva,NULL,222,NULL,NULL,NULL,NULL,NULL,8,NULL,250000,"Crna Gora",Standardna,NULL,NULL
63,cottage,sale,"Veliko Gradište",NULL,80,NULL,NULL,NULL,Da,Samostalno,5,1,40000,Srbija,Novogradnja,NULL,NULL
64,home,sale,Bar,"Bratstva Jedinstva",204,NULL,NULL,NULL,Da,Samostalno,9,NULL,250000,"Crna Gora",Standardna,NULL,NULL
65,home,sale,Bar,Šumadinska,110,NULL,NULL,NULL,Da,Samostalno,1,1,45000,"Crna Gora",Standardna,NULL,NULL
66,flat,sale,Tivat,"Trg Magnolija",76,NULL,NULL,"4 / 6",Da,Samostalno,3,1,175000,"Crna Gora",Novogradnja,NULL,NULL
67,cottage,sale,Beograd,Barajevo,21,NULL,NULL,NULL,Da,Samostalno,1,1,12000,Srbija,Standardna,NULL,NULL
68,home,sale,Podgorica,"Nikole Lopičića 15",153,NULL,NULL,NULL,Da,Samostalno,3,2,70000,"Crna Gora",Završena,NULL,NULL
69,cottage,sale,Merošina,NULL,50,NULL,NULL,NULL,NULL,Samostalno,1,1,18000,Srbija,Standardna,NULL,NULL
70,cottage,sale,"Banatski Brestovac","Jabukov cvet",160,NULL,NULL,NULL,NULL,Samostalno,4,1,48000,Srbija,Novogradnja,NULL,NULL
71,flat,sale,Bar,Monopolska,26,2000,NULL,"- / 3",Da,Samostalno,1,1,25000,"Crna Gora",Novogradnja,NULL,NULL
72,cottage,sale,"Novi Sad",Kamenjar,19,NULL,NULL,NULL,Da,NULL,NULL,NULL,58350,Srbija,NULL,NULL,NULL
73,home,sale,Budva,NULL,280,NULL,NULL,NULL,Da,Centralno,NULL,4,320000,"Crna Gora",Novogradnja,NULL,NULL
74,flat,sale,"Herceg Novi","Jadranski put",133,1970,NULL,"2 / 2",Da,Klima,3,NULL,195000,"Crna Gora",Izvorno,NULL,NULL
75,flat,sale,Budva,"Trg slobode",63,NULL,NULL,"11 / 14",Da,Klima,1,NULL,283500,"Crna Gora",Novogradnja,NULL,NULL
76,cottage,rent,Ralja,"Ljubivoja Gajica 27a",197,NULL,NULL,NULL,Da,Samostalno,4,3,NULL,Srbija,Standardna,NULL,NULL
77,cottage,rent,"Ovčar Banja","Orlove stene bb",70,NULL,NULL,NULL,Da,Samostalno,3,1,NULL,Srbija,Novogradnja,NULL,NULL
78,flat,sale,"Donji Stoliv","Beogradsko naselje bb",40,1997,NULL,"- / -",Da,Klima,NULL,1,65000,"Crna Gora",Standardna,NULL,NULL
79,home,sale,"Herceg Novi","Save Kovačevića",110,NULL,NULL,NULL,Da,Klima,5,3,219888,"Crna Gora",Standardna,NULL,NULL
80,home,sale,Sutorina,NULL,159,NULL,NULL,NULL,Da,NULL,8,3,160000,"Crna Gora",Standardna,NULL,NULL
81,home,sale,"Dobra Voda",NULL,210,NULL,NULL,NULL,Da,NULL,5,3,190000,"Crna Gora",Standardna,yes,NULL
82,flat,sale,Budva,NULL,29,2021,NULL,"4 / 8",NULL,Klima,1,NULL,46000,"Crna Gora",Novogradnja,NULL,NULL
83,flat,sale,Kotor,Perast,57,NULL,NULL,"1 / -",Da,NULL,2,1,269000,"Crna Gora",Standardna,NULL,NULL
84,home,sale,Buljarica,NULL,215,NULL,NULL,NULL,Da,NULL,8,NULL,125000,"Crna Gora",Standardna,NULL,NULL
85,flat,sale,"Herceg Novi",NULL,56,NULL,NULL,"2 / 2",NULL,Klima,3,1,120000,"Crna Gora",Standardna,NULL,NULL
86,flat,sale,Dobrota,NULL,81,NULL,NULL,"- / -",Da,"Podno, Samostalno, Klima",4,1,130000,"Crna Gora",Standardna,yes,NULL
87,home,sale,"Donji Stoliv",NULL,250,NULL,NULL,NULL,Da,"Centralno, Podno, Samostalno, Klima",4,4,350000,"Crna Gora",Standardna,yes,NULL
88,home,sale,Tivat,Mazina,263,NULL,NULL,NULL,Da,"Podno, Samostalno, Klima",4,2,400000,"Crna Gora",Kompletna,NULL,NULL
89,flat,sale,Dobrota,NULL,75,NULL,NULL,"- / 3",Da,Samostalno,NULL,2,169000,"Crna Gora",Novogradnja,yes,NULL
90,home,sale,Budva,NULL,1264,1981,NULL,NULL,Da,Samostalno,8,8,2800000,"Crna Gora",Standardna,yes,NULL
91,home,sale,"Petrovac na Moru",NULL,140,NULL,NULL,NULL,NULL,NULL,5,4,170000,"Crna Gora",Standardna,NULL,NULL
92,flat,sale,Tivat,"Trg Magnolije",106,NULL,NULL,"5 / -",Da,"Samostalno, Klima",3,2,250000,"Crna Gora",Standardna,NULL,NULL
93,home,sale,Bigova,NULL,259,NULL,NULL,NULL,Da,NULL,5,5,220000,"Crna Gora",Delimična,NULL,NULL
94,flat,sale,Budva,NULL,86,NULL,NULL,"3 / 3",Da,NULL,4,1,155000,"Crna Gora",Standardna,NULL,NULL
95,flat,sale,Budva,NULL,107,NULL,NULL,"1 / -",Da,Centralno,3,NULL,856000,"Crna Gora",Novogradnja,yes,NULL
96,cottage,sale,Paraćin,"Karađorđevo Brdo",30,NULL,NULL,NULL,Da,NULL,NULL,NULL,25000,Srbija,Standardna,NULL,NULL
97,home,sale,Budva,Lazi,341,NULL,NULL,NULL,Da,"Samostalno, Klima",6,NULL,550000,"Crna Gora",Standardna,NULL,NULL
98,flat,sale,Budva,NULL,68,NULL,NULL,"3 / 5",Da,"Samostalno, Klima",3,1,131240,"Crna Gora",Standardna,NULL,NULL
99,home,sale,Lapčići,NULL,200,NULL,NULL,NULL,Da,NULL,4,2,180000,"Crna Gora",Standardna,NULL,NULL
100,home,sale,Bar,NULL,306,NULL,NULL,NULL,Da,NULL,8,NULL,135000,"Crna Gora",Standardna,NULL,NULL
101,flat,sale,Tivat,"Donja Lastva",51,2020,NULL,"2 / 4",NULL,NULL,2,NULL,112200,"Crna Gora",Novogradnja,NULL,NULL
102,flat,sale,Tivat,"Porto Montenegro",42,NULL,NULL,"2 / 5",Da,NULL,1,NULL,315000,"Crna Gora",NULL,yes,NULL
103,flat,sale,Tivat,"Porto Montenegro",71,NULL,NULL,"1 / -",Da,NULL,2,NULL,425000,"Crna Gora",NULL,yes,NULL
104,home,sale,"Herceg Novi",Lučići,130,NULL,NULL,NULL,Da,"Podno, Klima",4,NULL,240000,"Crna Gora",Kompletna,NULL,NULL
105,home,sale,Bar,NULL,254,NULL,NULL,NULL,Da,NULL,NULL,NULL,140000,"Crna Gora",NULL,NULL,NULL
106,home,sale,Sutomore,NULL,140,NULL,NULL,NULL,Da,NULL,5,2,100000,"Crna Gora",Novogradnja,NULL,NULL
107,home,sale,Budva,"Drobni Pijesak",465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3500000,"Crna Gora",NULL,yes,NULL
108,home,sale,Tivat,NULL,199,NULL,NULL,NULL,Da,"Samostalno, Klima",4,3,598000,"Crna Gora",Novogradnja,NULL,NULL
109,home,sale,Budva,"Perazića Do",285,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1300000,"Crna Gora",NULL,yes,NULL
110,home,sale,Budva,"Drobni Pljesak",500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1200000,"Crna Gora",NULL,yes,NULL
111,home,sale,Bar,"GORNJI ŠUŠANJ- ZELENI POJAS",930,NULL,NULL,NULL,Da,Samostalno,NULL,NULL,800000,"Crna Gora",Standardna,NULL,NULL
112,home,sale,Budva,"Komoševina ",438,NULL,NULL,NULL,NULL,Centralno,NULL,NULL,1200000,"Crna Gora",NULL,yes,NULL
113,home,sale,Blizikuće,NULL,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,yes,NULL
114,home,sale,Budva,"Skočiđevojka ",435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1275000,"Crna Gora",NULL,yes,NULL
115,flat,sale,Budva,Skočiđevojka,152,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,850000,"Crna Gora",NULL,yes,NULL
116,home,sale,Pržno,NULL,320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
117,flat,sale,Budva,"Dukley Gardens",153,NULL,NULL,"- / -",NULL,NULL,2,NULL,1200000,"Crna Gora",NULL,NULL,NULL
118,home,sale,Budva,Blizikuće,200,NULL,NULL,NULL,NULL,NULL,4,NULL,820000,"Crna Gora",NULL,yes,NULL
119,home,sale,Kuljače,NULL,87,NULL,NULL,NULL,Da,NULL,3,2,89000,"Crna Gora",Standardna,NULL,NULL
120,flat,sale,Budva,"Dukley Gardens",178,NULL,NULL,"1 / 3",Da,"Centralno, Podno, Klima",3,2,950000,"Crna Gora",Novogradnja,yes,NULL
121,flat,sale,Budva,Rafailovići,54,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,151200,"Crna Gora",Novogradnja,NULL,NULL
122,flat,sale,Bečići,NULL,57,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,148200,"Crna Gora",NULL,NULL,NULL
123,flat,sale,Kotor,Prcanj,96,NULL,NULL,"- / -",Da,NULL,3,3,106700,"Crna Gora",Standardna,NULL,NULL
124,flat,sale,Pržno,NULL,146,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,425000,"Crna Gora",NULL,NULL,NULL
125,home,sale,"Katun Reževići",NULL,430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800000,"Crna Gora",NULL,NULL,NULL
126,home,sale,Budva,Potkosljun,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1400000,"Crna Gora",NULL,NULL,NULL
127,flat,sale,Budva,"Tre Canne",63,NULL,NULL,"10 / -",NULL,NULL,NULL,NULL,185000,"Crna Gora",NULL,NULL,NULL
128,flat,sale,Budva,Rafailovići,122,NULL,NULL,"5 / -",NULL,NULL,NULL,NULL,366000,"Crna Gora",NULL,NULL,NULL
129,flat,sale,Budva,Mediteranska,NULL,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
130,flat,sale,Budva,Rafailovići,95,NULL,NULL,"1 / -",Da,NULL,3,NULL,213750,"Crna Gora",NULL,NULL,NULL
131,home,sale,Bečići,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200000,"Crna Gora",NULL,yes,NULL
132,home,sale,"Sveti Stefan",NULL,520,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2800000,"Crna Gora",NULL,NULL,NULL
133,flat,sale,Budva,Mediteranska,52,NULL,NULL,"2 / 11",Da,NULL,2,NULL,286000,"Crna Gora",Novogradnja,NULL,NULL
134,flat,sale,Budva,"Dukley Gardens",162,NULL,NULL,"- / -",NULL,NULL,3,NULL,882900,"Crna Gora",NULL,NULL,NULL
135,flat,sale,Pržno,NULL,81,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,178200,"Crna Gora",NULL,NULL,NULL
136,flat,sale,Bečići,NULL,80,NULL,NULL,"4 / -",NULL,NULL,NULL,NULL,200000,"Crna Gora",NULL,NULL,NULL
137,flat,sale,Budva,Bulevar,77,NULL,NULL,"- / -",NULL,NULL,2,NULL,175000,"Crna Gora",NULL,NULL,NULL
138,flat,sale,Budva,"TQ Plaza",95,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,350000,"Crna Gora",NULL,NULL,NULL
139,home,sale,"Katun Reževići",NULL,174,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,"Crna Gora",NULL,yes,NULL
140,home,sale,Đenovići,NULL,350,2016,NULL,NULL,NULL,NULL,5,NULL,1300000,"Crna Gora",Novogradnja,NULL,NULL
141,flat,sale,Budva,Gospoština,83,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,209000,"Crna Gora",NULL,NULL,NULL
142,flat,sale,Tivat,NULL,224,NULL,NULL,"- / -",Da,NULL,NULL,NULL,1690000,"Crna Gora",Novogradnja,yes,NULL
143,flat,sale,Budva,"Dukley Gardens",65,NULL,NULL,"1 / -",NULL,NULL,NULL,NULL,325000,"Crna Gora",NULL,NULL,NULL
144,home,sale,Tivat,NULL,150,NULL,NULL,NULL,Da,NULL,3,NULL,380000,"Crna Gora",NULL,NULL,NULL
145,flat,sale,Budva,"TQ Plaza",240,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,1348988,"Crna Gora",NULL,NULL,NULL
146,home,sale,"Herceg Novi",NULL,564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
147,home,sale,"Herceg Novi",SUŠĆEPAN,244,NULL,NULL,NULL,Da,Samostalno,5,NULL,120000,"Crna Gora",Standardna,NULL,NULL
148,home,sale,Bijela,NULL,710,NULL,NULL,NULL,NULL,Centralno,NULL,NULL,NULL,"Crna Gora",NULL,yes,NULL
149,flat,sale,Budva,Centar,80,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,168000,"Crna Gora",NULL,NULL,NULL
150,flat,sale,Tivat,NULL,204,NULL,NULL,"- / -",Da,NULL,3,NULL,950000,"Crna Gora",NULL,NULL,NULL
151,flat,sale,"Herceg Novi",NULL,105,NULL,NULL,"1 / -",NULL,Centralno,NULL,NULL,325000,"Crna Gora",NULL,NULL,NULL
152,flat,sale,Budva,Bulevar,43,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,129000,"Crna Gora",NULL,NULL,NULL
153,home,sale,"Herceg Novi",Rose,350,NULL,NULL,NULL,NULL,NULL,4,NULL,1200000,"Crna Gora",NULL,NULL,NULL
154,home,sale,Luštica,Luštica,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,275000,"Crna Gora",NULL,NULL,NULL
155,flat,sale,Đenovići,NULL,47,NULL,NULL,"1 / -",NULL,NULL,NULL,NULL,108100,"Crna Gora",NULL,yes,NULL
156,flat,sale,Đenovići,Đenovići,181,NULL,NULL,"- / -",NULL,NULL,3,NULL,399000,"Crna Gora",Novogradnja,yes,NULL
157,home,sale,"Herceg Novi",Zabrđe,235,NULL,NULL,NULL,NULL,NULL,5,NULL,1200000,"Crna Gora",NULL,NULL,NULL
158,home,sale,"Herceg Novi",Rose,232,NULL,NULL,NULL,NULL,NULL,3,NULL,750000,"Crna Gora",NULL,NULL,NULL
159,flat,sale,Pržno,NULL,54,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,125000,"Crna Gora",NULL,NULL,NULL
160,flat,sale,Bečići,NULL,88,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,220000,"Crna Gora",NULL,NULL,NULL
161,flat,sale,Risan,NULL,50,NULL,NULL,"1 / 2",Da,Samostalno,2,NULL,102000,"Crna Gora",Standardna,NULL,NULL
162,home,sale,Podi,NULL,396,2008,NULL,NULL,NULL,Centralno,NULL,NULL,580000,"Crna Gora",NULL,yes,NULL
163,home,sale,Podgorica,Hercegovačka,390,NULL,NULL,NULL,Da,NULL,NULL,NULL,500000,"Crna Gora",Izvorno,NULL,NULL
164,flat,sale,Budva,"Tre Canne",77,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,223300,"Crna Gora",NULL,NULL,NULL
165,flat,sale,Bečići,NULL,156,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,1000000,"Crna Gora",NULL,NULL,NULL
166,home,sale,Kotor,Ljuta,181,NULL,NULL,NULL,Da,"Centralno, Podno, Samostalno, Klima",4,NULL,780000,"Crna Gora",NULL,NULL,NULL
167,home,sale,Tivat,Čakalovina,54,1998,NULL,NULL,Da,NULL,NULL,NULL,128000,"Crna Gora",NULL,NULL,NULL
168,flat,sale,Bečići,NULL,95,NULL,NULL,"- / -",NULL,NULL,2,NULL,294500,"Crna Gora",NULL,NULL,NULL
169,home,sale,Luštica,"Zabrđe, Luštica, Herceg Novi",272,NULL,NULL,NULL,NULL,NULL,4,NULL,295000,"Crna Gora",NULL,NULL,NULL
170,flat,sale,Budva,Rafailovići,69,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,172500,"Crna Gora",NULL,NULL,NULL
171,flat,sale,Đenovići,NULL,109,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,310000,"Crna Gora",NULL,NULL,NULL
172,home,sale,Blizikuće,NULL,166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,460000,"Crna Gora",NULL,yes,NULL
173,flat,sale,Budva,Gospoština,47,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,188000,"Crna Gora",NULL,NULL,NULL
174,flat,sale,Budva,Rafailovići,86,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,150000,"Crna Gora",NULL,NULL,NULL
175,flat,sale,Pržno,NULL,68,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,195000,"Crna Gora",NULL,yes,NULL
176,home,sale,"Herceg Novi","Centar grada",325,NULL,NULL,NULL,NULL,NULL,6,NULL,1300000,"Crna Gora",NULL,NULL,NULL
177,flat,sale,Budva,Rozino,74,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,81400,"Crna Gora",NULL,NULL,NULL
178,flat,sale,Budva,NULL,68,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
179,flat,sale,Pržno,NULL,62,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,155000,"Crna Gora",NULL,NULL,NULL
180,flat,sale,Budva,Vidikovac,211,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,670000,"Crna Gora",NULL,NULL,NULL
181,home,sale,"Rijeka Reževići",NULL,235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,700000,"Crna Gora",NULL,yes,NULL
182,home,sale,Blizikuće,NULL,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1100000,"Crna Gora",NULL,yes,NULL
183,flat,sale,"Dobra Voda",NULL,86,NULL,NULL,"- / -",Da,NULL,NULL,NULL,169000,"Crna Gora",Novogradnja,yes,NULL
184,flat,sale,Pržno,NULL,70,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,157500,"Crna Gora",NULL,NULL,NULL
185,home,sale,Strp,NULL,250,NULL,NULL,NULL,Da,NULL,4,NULL,450000,"Crna Gora",NULL,NULL,NULL
186,flat,sale,Tivat,NULL,72,NULL,NULL,"1 / -",Da,NULL,3,NULL,205000,"Crna Gora",Novogradnja,yes,NULL
187,flat,sale,Budva,Centar,95,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,330000,"Crna Gora",NULL,NULL,NULL
188,flat,sale,Bečići,NULL,42,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,92400,"Crna Gora",NULL,NULL,NULL
189,flat,sale,Budva,"Tre Canne",181,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,650000,"Crna Gora",NULL,NULL,NULL
