idrealestate;type;typeOfOffer;city;municipality;squareFootage;constructionYear;landArea;floorInfo;registration;heatingType;roomNo;bathroomNo;price;country;con;pl;pumpaIliKalorimetri
6336;home;sale;Beograd;Jajinci;959;NULL;NULL;NULL;Da;Samostalno;1;1;695000;Srbija;Standardna;yes;NULL
6603;home;sale;Beograd;Senjak;600;NULL;NULL;NULL;Da;Centralno;10;1;2750000;Srbija;Novogradnja;yes;NULL
7393;home;rent;Beograd;"Dedinje (Beli dvor)";220;NULL;NULL;NULL;Da;Centralno;5;3;2750;Srbija;NULL;yes;NULL
7504;home;sale;Beograd;Topčider;900;2006;NULL;NULL;Da;Samostalno;6;6;3900000;Srbija;Novogradnja;yes;NULL
7731;home;sale;Beograd;"Slavujev venac";329;NULL;NULL;NULL;Da;Samostalno;10;4;598000;Srbija;Standardna;yes;NULL
7774;home;sale;Beograd;Zvezdara;260;NULL;NULL;NULL;Da;NULL;5;2;390000;Srbija;Standardna;yes;NULL
7918;home;rent;Beograd;"Dedinje (Beli dvor)";220;2005;NULL;NULL;NULL;Samostalno;5;3;2750;Srbija;Novogradnja;yes;NULL
7925;home;rent;Beograd;Voždovac;400;NULL;NULL;NULL;NULL;"Samostalno, Klima";1;1;3300;Srbija;Standardna;yes;NULL
7928;home;sale;Beograd;"Dedinje (25. maj)";604;NULL;NULL;NULL;Da;Samostalno;1;1;1900000;Srbija;Izvorno;yes;NULL
7937;home;sale;Beograd;"Dedinje (RTV Pink)";580;2002;NULL;NULL;Da;Samostalno;7;4;1900000;Srbija;Novogradnja;yes;NULL
8050;home;rent;Beograd;"Centar (uži)";450;1935;NULL;NULL;NULL;Klima;6;3;4300;Srbija;Izvorno;yes;NULL
8051;home;sale;Budva;NULL;1264;1981;NULL;NULL;Da;Samostalno;8;8;2800000;"Crna Gora";Standardna;yes;NULL
8066;home;sale;Beograd;"Dedinje (Beli dvor)";220;2009;NULL;NULL;Da;Klima;5;2;620000;Srbija;Novogradnja;yes;NULL
8073;home;sale;Beograd;Voždovac;130;1950;NULL;NULL;Da;Samostalno;10;1;380000;Srbija;Izvorno;yes;NULL
8098;home;sale;Beograd;"Dedinje (25. maj)";460;NULL;NULL;NULL;Da;"Samostalno, Klima";6;4;1800000;Srbija;Izvorno;yes;NULL
8101;home;sale;Beograd;Autokomanda;300;1998;NULL;NULL;Da;"Centralno, Klima";1;1;350000;Srbija;Izvorno;yes;NULL
8124;home;sale;Beograd;Topčider;1150;2008;NULL;NULL;Da;Samostalno;6;5;4650000;Srbija;Novogradnja;yes;NULL
8131;home;sale;Beograd;Voždovac;400;NULL;NULL;NULL;Da;Klima;6;3;714000;Srbija;Novogradnja;yes;pumpa
8774;home;sale;Beograd;"Dedinje (25. maj)";380;1997;NULL;NULL;Da;"Samostalno, Klima";7;3;850000;Srbija;Izvorno;yes;NULL
8952;home;sale;Beograd;"Dedinje (Beli dvor)";470;NULL;NULL;NULL;Da;Klima;10;1;950000;Srbija;Standardna;yes;NULL
10333;home;rent;"Novi Sad";"Lipov gaj";200;NULL;NULL;NULL;NULL;Klima;5;2;1000;Srbija;Standardna;yes;NULL
10379;home;sale;NULL;NULL;915;2008;NULL;NULL;Da;Centralno;NULL;NULL;770000;Slovenija;Novogradnja;yes;NULL
10408;flat;sale;Kopaonik;"Vikend naselje bb";26;NULL;NULL;"- / 8";Da;Samostalno;1;NULL;37500;Srbija;Novogradnja;yes;NULL
10411;flat;sale;Kopaonik;"Vikend naselje bb";37;NULL;NULL;"- / 8";Da;Samostalno;NULL;NULL;56000;Srbija;Novogradnja;yes;NULL
10415;flat;sale;Kopaonik;"Vikend naselje bb";26;NULL;NULL;"- / 8";Da;Samostalno;1;NULL;NULL;Srbija;Novogradnja;yes;NULL
10426;flat;sale;Zlatibor;Palisad;54;NULL;NULL;"- / -";NULL;NULL;NULL;NULL;98010;Srbija;U;yes;NULL
10486;flat;sale;Zlatibor;Palisad;31;NULL;NULL;"1 / -";NULL;NULL;NULL;NULL;58823;Srbija;Novogradnja;yes;NULL
10494;flat;sale;Zlatibor;Palisad;33;2020;NULL;"0 / 0";NULL;NULL;0;NULL;62218;Srbija;U;yes;NULL
10506;flat;rent;Beograd;"Vračar (Hram)";101;NULL;NULL;"3 / 0";NULL;Centralno;4;2;1500;Srbija;Novogradnja;yes;NULL
10515;flat;sale;Beograd;"Beograd na vodi";55;NULL;NULL;"- / -";NULL;NULL;NULL;NULL;NULL;Srbija;Novogradnja;yes;NULL
10559;home;sale;Beograd;"Višnjička banja";320;NULL;NULL;NULL;Da;Samostalno;5;1;399000;Srbija;Novogradnja;yes;NULL
