idrealestate;type;typeOfOffer;city;municipality;squareFootage;constructionYear;landArea;floorInfo;registration;heatingType;roomNo;bathroomNo;price;country;con;pl;pumpaIliKalorimetri
8706;flat;sale;Beograd;"Crveni krst";46;2020;NULL;"- / 5";NULL;"Samostalno, Klima";2;1;122000;Srbija;Standardna;NULL;NULL
8241;flat;sale;Beograd;"Zemun (Gornji grad)";69;2019;NULL;"3 / 3";NULL;NULL;4;NULL;120750;Srbija;Novogradnja;NULL;NULL
6908;flat;sale;Beograd;Voždovac;65;2020;NULL;"- / 3";NULL;Klima;3;NULL;120500;Srbija;U;NULL;NULL
1390;flat;sale;Beograd;Voždovac;50;2020;NULL;"- / 3";NULL;Samostalno;3;NULL;120000;Srbija;Novogradnja;NULL;NULL
9589;flat;sale;Beograd;"Zemun (Novi Grad)";59;2020;NULL;"- / 2";Da;Samostalno;3;NULL;118000;Srbija;Novogradnja;NULL;NULL
9594;flat;sale;Beograd;"Zemun (Novi Grad)";59;2020;NULL;"1 / 2";Da;Samostalno;3;NULL;118000;Srbija;Novogradnja;NULL;NULL
4950;flat;sale;Beograd;"Lekino brdo";55;2020;NULL;"1 / 4";NULL;Centralno;3;1;116200;Srbija;U;NULL;NULL
4953;flat;sale;Beograd;"Lekino brdo";55;2020;NULL;"- / 4";NULL;Centralno;3;1;116200;Srbija;U;NULL;NULL
10354;flat;sale;Beograd;"Crveni krst";50;2019;NULL;"- / 5";NULL;"Centralno, Klima";2;1;116000;Srbija;Novogradnja;NULL;NULL
2903;flat;sale;Beograd;"Gradska bolnica";61;2020;NULL;"2 / 4";Da;"Centralno, Klima";3;1;115900;Srbija;Novogradnja;NULL;NULL
3632;flat;sale;Beograd;"Gradska bolnica";61;2020;NULL;"2 / 4";Da;"Centralno, Klima";3;1;115900;Srbija;Novogradnja;NULL;NULL
4193;flat;sale;Beograd;"Cvetkova pijaca";64;2019;NULL;"1 / 4";Da;"Centralno, Klima";3;NULL;115200;Srbija;Novogradnja;NULL;NULL
6840;flat;sale;Beograd;"Cvetkova pijaca";64;2019;NULL;"1 / 4";Da;"Centralno, Klima";3;NULL;115200;Srbija;Novogradnja;NULL;NULL
10290;flat;sale;Beograd;"Vračar (Centar)";47;2020;NULL;"- / 5";NULL;Samostalno;2;1;115150;Srbija;Novogradnja;NULL;NULL
228;flat;sale;Tivat;NULL;NULL;2019;NULL;"1 / -";NULL;NULL;NULL;NULL;115000;"Crna Gora";NULL;yes;NULL
7330;flat;sale;Beograd;"Učiteljsko naselje";79;2020;NULL;"3 / 3";NULL;Samostalno;2;1;115000;Srbija;U;NULL;NULL
1437;flat;sale;Beograd;"Crveni krst";55;2020;NULL;"- / 3";NULL;Samostalno;2;NULL;113500;Srbija;Novogradnja;NULL;NULL
101;flat;sale;Tivat;"Donja Lastva";51;2020;NULL;"2 / 4";NULL;NULL;2;NULL;112200;"Crna Gora";Novogradnja;NULL;NULL
1660;flat;sale;Beograd;"Učiteljsko naselje";62;2020;NULL;"3 / 5";NULL;Samostalno;3;NULL;111600;Srbija;U;NULL;NULL
9717;flat;sale;Beograd;Kluz;63;2019;NULL;"5 / 5";NULL;Samostalno;3;NULL;111268;Srbija;Novogradnja;NULL;NULL
1359;flat;sale;Beograd;Voždovac;60;2020;NULL;"3 / 3";Da;Centralno;3;NULL;110000;Srbija;Novogradnja;NULL;NULL
1422;flat;sale;Beograd;"Profesorska kolonija";48;2019;NULL;"1 / 4";NULL;Samostalno;2;NULL;110000;Srbija;Novogradnja;NULL;NULL
7190;flat;sale;Beograd;"Zemun (Kej)";80;2019;NULL;"0 / -";Da;Centralno;NULL;1;110000;Srbija;Kompletna;NULL;NULL
1330;flat;sale;Beograd;Voždovac;65;2020;NULL;"- / 3";Da;Centralno;3;NULL;109000;Srbija;Novogradnja;NULL;NULL
9693;flat;sale;Beograd;"Crveni krst";43;2020;NULL;"1 / 3";NULL;Samostalno;2;NULL;108500;Srbija;Novogradnja;NULL;NULL
7845;flat;sale;Beograd;"Mirijevo I";78;2019;NULL;"3 / 3";Da;Samostalno;3;1;107690;Srbija;Standardna;NULL;NULL
1567;flat;sale;Beograd;Voždovac;66;2020;NULL;"2 / 2";NULL;Samostalno;3;NULL;107500;Srbija;Standardna;NULL;NULL
1638;flat;sale;Beograd;Voždovac;66;2020;NULL;"2 / 2";Da;Samostalno;3;NULL;107500;Srbija;Standardna;NULL;NULL
7994;flat;sale;Petrovaradin;NULL;72;2020;NULL;"1 / 3";NULL;Klima;3;2;107500;Srbija;Novogradnja;NULL;kalorimetri
8509;flat;sale;Beograd;Zvezdara;57;2020;NULL;"1 / 5";Da;Centralno;3;NULL;107225;Srbija;Novogradnja;NULL;NULL
6818;flat;sale;Beograd;"Novi Beograd Blok 67a";33;2020;NULL;"4 / 9";NULL;"Centralno, Klima";1;1;107000;Srbija;Novogradnja;NULL;NULL
1377;flat;sale;Beograd;Voždovac;47;2020;NULL;"2 / 5";Da;Samostalno;2;NULL;106250;Srbija;Novogradnja;NULL;NULL
1404;flat;sale;Beograd;Voždovac;47;2020;NULL;"3 / 5";Da;Samostalno;2;NULL;106250;Srbija;Novogradnja;NULL;NULL
1410;flat;sale;Beograd;Voždovac;47;2020;NULL;"4 / 5";Da;Samostalno;2;NULL;106250;Srbija;Novogradnja;NULL;NULL
1414;flat;sale;Beograd;Voždovac;47;2020;NULL;"1 / 5";Da;Samostalno;2;NULL;106250;Srbija;Novogradnja;NULL;NULL
1573;flat;sale;Beograd;Kalemegdan;59;2020;NULL;"2 / 2";Da;Samostalno;3;NULL;106200;Srbija;Novogradnja;NULL;NULL
1401;flat;sale;Beograd;"Lekino brdo";46;2020;NULL;"4 / 4";Da;Centralno;2;NULL;105000;Srbija;Novogradnja;NULL;NULL
9644;flat;sale;Beograd;"Lekino brdo";46;2019;NULL;"4 / 4";Da;Centralno;2;NULL;105000;Srbija;Novogradnja;NULL;NULL
7411;flat;sale;Beograd;"Crveni krst";49;2020;NULL;"7 / 7";NULL;"Centralno, Klima";2;1;104054;Srbija;Novogradnja;NULL;NULL
1761;flat;sale;Beograd;"Cvetkova pijaca";54;2020;NULL;"3 / 5";NULL;Samostalno;3;NULL;101000;Srbija;Novogradnja;NULL;NULL
9639;flat;sale;Beograd;"Cvetkova pijaca";54;2020;NULL;"5 / 5";NULL;Samostalno;3;NULL;101000;Srbija;Novogradnja;NULL;NULL
9440;flat;sale;Beograd;"Dedinje (Beli dvor)";57;2020;NULL;"- / 4";NULL;Samostalno;2;NULL;100000;Srbija;Novogradnja;NULL;NULL
9771;flat;sale;Beograd;Autokomanda;77;2019;NULL;"- / 3";NULL;Samostalno;2;NULL;100000;Srbija;Novogradnja;NULL;NULL
4648;flat;sale;Beograd;"Zemun (Gornji grad)";58;2020;NULL;"- / 2";NULL;Samostalno;3;1;99500;Srbija;Novogradnja;NULL;NULL
1553;flat;sale;Beograd;"Dedinje (Beli dvor)";40;2020;NULL;"- / 4";NULL;Samostalno;2;NULL;95000;Srbija;Novogradnja;NULL;NULL
2503;home;sale;Beograd;Avala;240;2020;NULL;NULL;NULL;Samostalno;5;NULL;95000;Srbija;Novogradnja;NULL;NULL
3260;home;sale;Beograd;Avala;240;2020;NULL;NULL;NULL;Samostalno;5;NULL;95000;Srbija;Novogradnja;NULL;NULL
3281;home;sale;Beograd;Avala;240;2020;NULL;NULL;NULL;Samostalno;5;NULL;95000;Srbija;Novogradnja;NULL;NULL
9522;flat;sale;Beograd;Dušanovac;50;2020;NULL;"1 / 7";NULL;Centralno;2;NULL;94150;Srbija;Novogradnja;NULL;NULL
1649;flat;sale;Beograd;"Zemun (Gornji grad)";83;2020;NULL;"2 / 2";Da;Samostalno;3;NULL;94000;Srbija;Standardna;NULL;NULL
8462;flat;sale;Beograd;Bogoslovija;57;2020;NULL;"1 / 5";NULL;Samostalno;3;1;94000;Srbija;Novogradnja;NULL;NULL
9646;flat;sale;Beograd;Voždovac;57;2020;NULL;"1 / 2";NULL;Samostalno;3;NULL;94000;Srbija;Novogradnja;NULL;NULL
10453;flat;sale;"Novi Sad";Podbara;74;2020;NULL;"3 / 4";Da;Centralno;NULL;NULL;93929;Srbija;Novogradnja;NULL;kalorimetri
10390;flat;sale;"Novi Sad";Podbara;74;2020;NULL;"1 / 4";Da;Centralno;NULL;NULL;93917;Srbija;Novogradnja;NULL;kalorimetri
4457;flat;sale;"Novi Sad";Podbara;61;2020;NULL;"4 / 4";Da;NULL;2;1;92340;Srbija;U;NULL;NULL
2414;flat;sale;Beograd;Ledine;72;2020;NULL;"- / 2";Da;Samostalno;3;NULL;92000;Srbija;Novogradnja;NULL;NULL
8707;flat;sale;Zlatibor;Centar;49;2020;NULL;"2 / 5";Da;"Samostalno, Klima";2;1;92000;Srbija;Novogradnja;NULL;NULL
9602;flat;sale;Beograd;"Zemun (Novi Grad)";51;2020;NULL;"2 / 2";Da;Samostalno;2;NULL;91800;Srbija;Novogradnja;NULL;NULL
8292;flat;sale;Beograd;Zvezdara;49;2020;NULL;"1 / 5";Da;Centralno;3;NULL;91517;Srbija;Novogradnja;NULL;NULL
7331;flat;sale;Beograd;"Učiteljsko naselje";53;2020;NULL;"1 / 3";NULL;Samostalno;2;1;90000;Srbija;U;NULL;NULL
7334;flat;sale;Beograd;"Učiteljsko naselje";53;2020;NULL;"2 / 3";NULL;Samostalno;2;1;90000;Srbija;U;NULL;NULL
6886;flat;sale;Beograd;Zvezdara;34;2019;NULL;"1 / 4";Da;Samostalno;2;NULL;89000;Srbija;Novogradnja;NULL;NULL
10601;flat;sale;Beograd;"Crveni krst";35;2020;NULL;"1 / 3";NULL;Samostalno;2;NULL;88500;Srbija;Novogradnja;NULL;NULL
